이코복스커피스튜디오 서여의도점, 서울 영등포구 여의도동 13-25
카페인24 정릉점, 서울 성북구 정릉동 194-6
카페리즈, 서울 송파구 문정동 29-5
온스커피, 서울 마포구 서교동 377-3
교호커피, 서울 종로구 종로5가 85-6
요거트아이스크림의정석 개포점, 서울 강남구 개포동 1260
카페몽글 하늘점, 서울 마포구 서교동 334-18
희망카페 신목신협점, 서울 양천구 신정동 902-18
OK프로틴바, 서울 성동구 상왕십리동 811
스타벅스 여의도공원R점, 서울 영등포구 여의도동 12
무지개놀이터, 서울 영등포구 대림동 704-1
요키코히, 서울 동작구 사당동 708-396
텐퍼센트커피 강남서초점, 서울 서초구 서초동 1327
커플스토리 수유점, 서울 강북구 번동 446-14
다동커피집, 서울 중구 다동 164-1
스위디, 서울 영등포구 신길동 4780
모퉁이카페, 서울 노원구 상계동 1280
페임커피, 서울 서초구 서초동 1627-5
몽샹디저트, 서울 송파구 잠실동 40-1
로스터리카페 달공장, 서울 서초구 반포동 703-14
만족커피, 서울 관악구 봉천동 864-2
카페지니, 서울 관악구 봉천동 896-28
스카이점핑, 서울 송파구 방이동 133-11
식스플로어, 서울 마포구 서교동 358-30
숲, 서울 강서구 마곡동 744
오슬랑커피 신금호역점, 서울 성동구 금호동1가 510-1
서대문연가, 서울 서대문구 미근동 31-13
알콩다방 둔촌점, 서울 강동구 둔촌동 513
파스쿠찌 국악고점, 서울 강남구 개포동 1197-2
허그댕댕, 서울 종로구 창신동 23-76
앙디트, 서울 은평구 신사동 14-3
미니말레커피뢰스터 역삼점, 서울 강남구 역삼동 641-15
아이와캠핑카페, 서울 중랑구 망우동 128-32
카페히릿, 서울 광진구 화양동 111-72
바웃커피, 서울 서초구 우면동 7-4
아뜰리에보네, 서울 종로구 명륜2가 225-3
마린커피 빅히트사옥점, 서울 용산구 한강로3가 65-357
이디야커피 서울공진초교점, 서울 강서구 마곡동 798-12
더치앤빈 구로동점, 서울 구로구 구로동 519
멜로드, 서울 동작구 상도동 465-16
이나우스커피랩, 서울 중구 신당동 423-5
빽다방 강남소망점, 서울 강남구 신사동 627-6
파머스빈 서울대점, 서울 관악구 신림동 238-9
로컬코너, 서울 양천구 신정동 321-6
빽다방 중곡시장점, 서울 광진구 중곡동 192-5
레크레오브런치카페, 서울 동작구 신대방동 364-43
커피602, 서울 용산구 한강로3가 1-1
애니카페, 서울 마포구 서교동 328-49
아마존7080아카데미, 서울 관악구 신림동 1668-15
빙달 관악점, 서울 관악구 봉천동 1540-12
설빙 서울대치점, 서울 강남구 대치동 935-26
심쿵커피, 서울 강동구 명일동 334-27
달리카페, 서울 중랑구 면목동 30-20
파일론, 서울 성동구 성수동1가 656-103
이디야커피 노량진CTS점, 서울 동작구 노량진동 41-5
쎈느 건국, 서울 광진구 화양동 48-5
카페옆에, 서울 성북구 동소문동6가 229
커피에꽃을담다, 서울 강서구 마곡동 812
흰그루, 서울 마포구 연남동 244-22
힐링사주타로 미라클, 서울 마포구 연남동 390-70
스필드컵, 서울 서대문구 북가좌동 487
웨스트빙고, 서울 용산구 서빙고동 199-7
디저트39 구로디지털단지역점, 서울 구로구 구로동 1127-30
멜브커피(A MELB COFFEE), 서울 노원구 중계동 453
미즐카페엠, 서울 강북구 수유동 535-11
다원, 서울 중구 남대문로5가 1-1
블랙다운커피, 서울 강북구 우이동 72-83
공차 고대안암점, 서울 성북구 안암동5가 102-55
커피마마 충무로점, 서울 중구 초동 75-3
오프커피 역삼1호점, 서울 강남구 역삼동 837-13
미스터힐링 노량진점, 서울 동작구 노량진동 119-221
매머드익스프레스 충무로점, 서울 중구 충무로3가 24-1
논트로포, 서울 은평구 수색동 359-9
쏘나타, 서울 영등포구 양평동1가 28-1
자작나무카페, 서울 금천구 독산동 296-9
설빙 청량리점, 서울 동대문구 전농동 620-60
카페마음, 서울 영등포구 여의도동 36-2
에그카페 가산점, 서울 금천구 독산동 297-4
이디야커피 우면동점, 서울 서초구 우면동 2-8
딜리바리1리터 군자점, 서울 광진구 군자동 103
테라로사 IFC몰점, 서울 영등포구 여의도동 23
팡팡플레이스, 서울 중랑구 면목동 655-4
초록밭샐러드 그릭요거트, 서울 강남구 대치동 921-2
더소가 서촌, 서울 종로구 누하동 26
제이그램, 서울 강서구 마곡동 774
더공일이삼, 서울 중랑구 묵동 243-122
부트카페 연남, 서울 마포구 연남동 227-16
브라운하우스, 서울 마포구 연남동 226-26
커피더캠프 보라매점, 서울 동작구 신대방동 395-67
데루베이커리 인사동점, 서울 종로구 관훈동 155-2
초콤, 서울 동대문구 회기동 60-53
양재커피, 서울 서초구 양재동 7-43
와키수, 서울 서초구 반포동 739-34
다독다독 강일점, 서울 강동구 강일동 114
혼자놀다가게, 서울 마포구 서교동 396-36
애니브 롯데백화점 본점, 서울 중구 소공동 1
황칠가, 서울 용산구 한강로2가 2-8
대충유원지, 서울 마포구 연남동 570-28
빽다방 등촌성당점, 서울 강서구 등촌동 696
메가MGC커피 연신내역점, 서울 은평구 갈현동 398-1
팔, 서울 종로구 통인동 138-1
길다방커피숍호프, 서울 강북구 미아동 462-3
회나무길, 서울 용산구 이태원동 260-261
카페온, 서울 종로구 돈의동 21
어깨동무, 서울 금천구 시흥동 924-10
파티이머지, 서울 관악구 봉천동 1674-20
컴포즈커피 마포염리초점, 서울 마포구 염리동 173-29
참한커피, 서울 은평구 역촌동 63-44
로스팅마스터즈 연남점, 서울 마포구 연남동 567-10
해머스미스커피 송파푸르지오시티점, 서울 송파구 문정동 620
앤드커피, 서울 강남구 역삼동 742-27
스타벅스 올림픽공원북2문점, 서울 강동구 성내동 448-8
라바짜라운지, 서울 중랑구 상봉동 500
진라이브7080, 서울 광진구 중곡동 162-10
파란만잔 광화문점, 서울 중구 태평로1가 62-2
모스, 서울 동대문구 신설동 117-14
부록, 서울 동대문구 회기동 16-41
삼성웰스토리 전자서울R&D캠퍼스2단지카페, 서울 서초구 우면동 689
컬러그릭, 서울 중랑구 망우동 563-19
포네커피하우스, 서울 강북구 수유동 281-50
리얼요거트, 서울 송파구 잠실동 252-6
베리에, 서울 영등포구 영등포동7가 70-18
빈스앤와플 상암DMC점, 서울 마포구 상암동 1605
써드커피, 서울 마포구 서교동 374-11
투썸플레이스 건대스타시티점, 서울 광진구 자양동 227-342
더브리제, 서울 서초구 방배동 927-35
투앤나인, 서울 동작구 상도1동 611
스몰톡커피, 서울 강남구 역삼동 703
요거트아이스크림의정석 강남역점, 서울 강남구 역삼동 834-103
카페드림 이화여자대학교생활환경관점, 서울 서대문구 대신동 36
제이플라워카페, 서울 송파구 문정동 70-16
카페 오로라, 서울 마포구 서교동 337-36
읍천리382 대치점, 서울 강남구 대치동 1021-6
점핑몬스터 구의점, 서울 광진구 구의동 671
까페고슬, 서울 중랑구 망우동 441-41
폴바셋 구로G타워점, 서울 구로구 구로동 832
델리카, 서울 용산구 이태원동 579
커피볶는집, 서울 서대문구 홍제동 426
큐, 서울 은평구 대조동 222-19
테임디쉬, 서울 서초구 우면동 59
트로피커피, 서울 중구 을지로7가 2-1
바이러닉에스프레소바 여의도63점, 서울 영등포구 여의도동 61-5
샘터커피숍, 서울 중구 오장동 101-7
커피에반하다 신림금호점, 서울 관악구 신림동 255-111
낙성대커피집, 서울 관악구 봉천동 1634-10
한주하의커피볶는집 신대방점, 서울 동작구 신대방동 395-69
델리카페강약쿡, 서울 노원구 상계동 173-1
메가MGC커피 상일고덕점, 서울 강동구 상일동 521
호전다실, 서울 종로구 통인동 130
투썸플레이스 성수낙낙점, 서울 성동구 성수동2가 280-6
카페더딘뚜 서울대입구본점, 서울 관악구 봉천동 1601-11
앤덴커피, 서울 강서구 마곡동 773-3
화이불치, 서울 동대문구 휘경동 286-5
그랜드워커힐서울 더파빌리온, 서울 광진구 광장동 22-1
마무네뜨, 서울 강동구 고덕동 198-6
오프니, 서울 강남구 도곡동 950-3
메가MGC커피 종암점, 서울 성북구 종암동 88-9
커피집, 서울 송파구 문정동 91-17
오픈매트 에스프레소 드립바, 서울 송파구 문정동 50-1
닷커피, 서울 중구 신당동 372-66
카페마실, 서울 성동구 홍익동 550
디저트공방, 서울 관악구 신림동 408-170
커피에반하다 관악푸르지오점, 서울 관악구 봉천동 13-44
공차 가재울점, 서울 서대문구 남가좌동 385
카페마주, 서울 서대문구 남가좌동 381
디저트39 독립문문화공원점, 서울 서대문구 영천동 279
퐁치커피익스프레스 이대신촌점, 서울 서대문구 대현동 56-126
와플킹, 서울 영등포구 대림동 976-47
탈북여성지원 지에프에스우물가 동서한방점, 서울 서대문구 연희동 194-37
사이에티앤북, 서울 종로구 관훈동 198-33
드소영, 서울 성동구 행당동 117-43
투썸플레이스 청계산입구역점, 서울 서초구 신원동 611
카페이츠, 서울 광진구 구의동 242-74
카페초콜릿, 서울 영등포구 여의도동 44-35
미드템포, 서울 중구 장충동2가 193-240
드립하우스 화곡점, 서울 강서구 화곡동 353-56
스타벅스 경동1960점, 서울 동대문구 제기동 1019
로비커피숍, 서울 송파구 풍납동 388-1
지붕과벽카페, 서울 노원구 공릉동 609-16
뉴스, 서울 서초구 서초동 1308-13
다람제과, 서울 마포구 신공덕동 172
안티스트레스, 서울 용산구 이태원동 72-26
커피하나, 서울 마포구 염리동 174-14
도론수제, 서울 구로구 오류동 145-27
아이카페70, 서울 성동구 사근동 110
카페게이트 도봉힐스테이트점, 서울 도봉구 도봉동 63
카페하잎, 서울 강남구 도곡동 424-3
메가MGC커피 서울공덕초교점, 서울 마포구 신공덕동 15-15
주식회사 지구캣, 서울 종로구 동숭동 1-149
레인커피 샤로수점, 서울 관악구 봉천동 1620-33
요거트퍼플 구의점, 서울 광진구 구의동 228-3
WHH 와하하, 서울 마포구 망원동 404-8
옐로우샤크인터내셔널, 서울 강남구 대치동 933-11
서촌다방, 서울 종로구 통의동 48
보통의하루, 서울 서초구 방배동 767-1
W-37, 서울 마포구 동교동 189-5
커피네요, 서울 영등포구 양평동3가 49-4
고든베넷, 서울 마포구 염리동 532-7
미스터컵 신월점, 서울 양천구 신월동 447-1
페르마타, 서울 마포구 공덕동 242-48
카페비플러스, 서울 강서구 등촌동 654-50
에이미스커피 강남점, 서울 서초구 서초동 1316-15
래빗온더터틀, 서울 강동구 천호동 447-17
마스터키 강남점, 서울 강남구 역삼동 811-6
커피볶는제임스, 서울 강서구 내발산동 648-15
컴포즈커피 마포경찰서점, 서울 마포구 공덕동 105-159
스타벅스 묵동점, 서울 중랑구 묵동 169-12
까페뚜이, 서울 동대문구 제기동 137-30
빽다방 종로숭인대경점, 서울 종로구 숭인동 1385
카페게이트 방배점, 서울 서초구 방배동 910
커피할루카, 서울 서초구 양재동 120-11
라운지리포즈, 서울 영등포구 여의도동 25
오월케이크, 서울 서초구 방배동 454-14
빵터디저트, 서울 구로구 가리봉동 123-49
오늘도 카페일리터 강남점, 서울 강남구 역삼동 657
건대커피랩, 서울 광진구 화양동 7-11
포트캔커피 마곡점, 서울 강서구 마곡동 773
오드 투 디저트, 서울 종로구 동숭동 25-11
빙동댕, 서울 도봉구 쌍문동 81-411
그린투비, 서울 광진구 화양동 3-21
요거트아이스크림의정석 올림픽공원역점, 서울 송파구 방이동 89-11
홀리데이베이커리, 서울 종로구 익선동 164-1
에피소드 네이버후드 압구정점, 서울 강남구 신사동 597-5
스타벅스 대학로점, 서울 종로구 연건동 128-8
컴포즈커피 관악구청점, 서울 관악구 봉천동 1598-23
메가MGC커피 강동역점, 서울 강동구 길동 445-1
빈트리커피, 서울 은평구 응암동 241-69
휙, 서울 동대문구 휘경동 294-203
리유랜드, 서울 금천구 독산동 1150
더룸, 서울 용산구 한남동 790-10
빽다방 총신대입구역점, 서울 서초구 방배동 1778
이디야커피 가양역점, 서울 강서구 등촌동 628
더벤티 구로이앤씨6차점, 서울 구로구 구로동 197-28
얌카롱, 서울 송파구 문정동 320-1
스티브, 서울 강남구 청담동 21-8
스타벅스 을지로경기빌딩점, 서울 중구 삼각동 115
에그카페24 상도점, 서울 동작구 상도동 210-213
메가MGC커피 청계천점, 서울 중구 황학동 2545-2
카페S, 서울 강남구 도곡동 944
림폴커피, 서울 강동구 성내동 560
매머드익스프레스 과기대점, 서울 노원구 공릉동 440-16
파브리카, 서울 마포구 상수동 72-1
9카페, 서울 서초구 잠원동 30-2
룸엘이스케이프 홍대1호점, 서울 마포구 서교동 395-85
커피빈 응암동점, 서울 은평구 응암동 89-19
미눔, 서울 중구 을지로2가 163-3
차오름 구로디지털단지점, 서울 구로구 구로동 222-3
카페 오늘, 서울 송파구 방이동 193
구디구디, 서울 노원구 상계동 341-2
설빙 신정네거리역점, 서울 양천구 신정동 1190-5
아토커피 잠실점, 서울 송파구 석촌동 294
크레이저커피 목동점, 서울 양천구 목동 923-15
차담, 서울 서초구 방배동 873-9
코트사이드, 서울 성동구 성수동2가 277-138
오름, 서울 성북구 정릉동 170-29
그날그날, 서울 강남구 논현동 97-17
투썸플레이스 래미안서초에스티지점, 서울 서초구 서초동 1331-2
와드커피 논현역점, 서울 강남구 논현동 141-9
